FL_DATE,ORIGIN_STATE,DEST_STATE,FLIGHT_COUNT
2019-04-04,Mississippi,Mississippi,3
2019-04-04,Mississippi,North Carolina,5
2019-04-04,Mississippi,Texas,18
2019-04-04,Mississippi,Virginia,1
2019-04-04,Missouri,Arizona,14
2019-04-04,Missouri,Arkansas,2
2019-04-04,Missouri,California,27
2019-04-04,Missouri,Colorado,27
2019-04-04,Missouri,Connecticut,1
2019-04-04,Missouri,Florida,31
2019-04-04,Missouri,Georgia,28
2019-04-04,Missouri,Illinois,55
2019-04-04,Missouri,Indiana,2
2019-04-04,Missouri,Iowa,2
2019-04-04,Missouri,Kansas,2
2019-04-04,Missouri,Kentucky,6
2019-04-04,Missouri,Louisiana,3
2019-04-04,Missouri,Maryland,6
2019-04-04,Missouri,Massachusetts,6
2019-04-04,Missouri,Michigan,13
2019-04-04,Missouri,Minnesota,16
2019-04-04,Missouri,Missouri,8
2019-04-04,Missouri,Nebraska,3
2019-04-04,Missouri,Nevada,10
2019-04-04,Missouri,New Jersey,12
2019-04-04,Missouri,New Mexico,1
2019-04-04,Missouri,New York,19
2019-04-04,Missouri,North Carolina,15
2019-04-04,Missouri,Ohio,4
2019-04-04,Missouri,Oklahoma,4
2019-04-04,Missouri,Oregon,2
2019-04-04,Missouri,Pennsylvania,11
2019-04-04,Missouri,Tennessee,6
2019-04-04,Missouri,Texas,66
2019-04-04,Missouri,Utah,6
2019-04-04,Missouri,Virginia,18
2019-04-04,Missouri,Washington,6
2019-04-04,Missouri,Wisconsin,4
2019-04-04,Montana,Arizona,3
2019-04-04,Montana,California,3
2019-04-04,Montana,Colorado,18
2019-04-04,Montana,Illinois,2
2019-04-04,Montana,Minnesota,8
2019-04-04,Montana,Nevada,2
2019-04-04,Montana,Oregon,3
2019-04-04,Montana,Texas,3
2019-04-04,Montana,Utah,21
2019-04-04,Montana,Washington,14
2019-04-04,Nebraska,Arizona,6
2019-04-04,Nebraska,California,6
2019-04-04,Nebraska,Colorado,18
2019-04-04,Nebraska,Florida,3
2019-04-04,Nebraska,Georgia,6
2019-04-04,Nebraska,Illinois,18
2019-04-04,Nebraska,Michigan,3
2019-04-04,Nebraska,Minnesota,9
2019-04-04,Nebraska,Missouri,3
2019-04-04,Nebraska,Nevada,5
2019-04-04,Nebraska,New Jersey,3
2019-04-04,Nebraska,New York,2
2019-04-04,Nebraska,North Carolina,3
2019-04-04,Nebraska,Pennsylvania,2
2019-04-04,Nebraska,Texas,13
2019-04-04,Nebraska,Utah,2
2019-04-04,Nebraska,Virginia,2
2019-04-04,Nebraska,Washington,1
2019-04-04,Nevada,Alabama,1
2019-04-04,Nevada,Arizona,25
2019-04-04,Nevada,Arkansas,2
2019-04-04,Nevada,California,171
2019-04-04,Nevada,Colorado,26
2019-04-04,Nevada,Florida,15
2019-04-04,Nevada,Georgia,14
2019-04-04,Nevada,Hawaii,2
2019-04-04,Nevada,Idaho,4
2019-04-04,Nevada,Illinois,26
2019-04-04,Nevada,Indiana,5
2019-04-04,Nevada,Iowa,2
2019-04-04,Nevada,Kansas,2
2019-04-04,Nevada,Kentucky,4
2019-04-04,Nevada,Louisiana,3
2019-04-04,Nevada,Maryland,5
2019-04-04,Nevada,Massachusetts,6
2019-04-04,Nevada,Michigan,10
2019-04-04,Nevada,Minnesota,9
2019-04-04,Nevada,Missouri,10
2019-04-04,Nevada,Montana,2
2019-04-04,Nevada,Nebraska,5
2019-04-04,Nevada,Nevada,22
2019-04-04,Nevada,New Jersey,7
2019-04-04,Nevada,New Mexico,4
2019-04-04,Nevada,New York,12
2019-04-04,Nevada,North Carolina,7
2019-04-04,Nevada,North Dakota,4
2019-04-04,Nevada,Ohio,6
2019-04-04,Nevada,Oklahoma,4
2019-04-04,Nevada,Oregon,14
2019-04-04,Nevada,Pennsylvania,7
2019-04-04,Nevada,South Dakota,2
2019-04-04,Nevada,Tennessee,4
2019-04-04,Nevada,Texas,54
2019-04-04,Nevada,Utah,18
2019-04-04,Nevada,Virginia,4
2019-04-04,Nevada,Washington,30
2019-04-04,Nevada,Wisconsin,5
2019-04-04,New Hampshire,Florida,4
2019-04-04,New Hampshire,Georgia,1
2019-04-04,New Hampshire,Illinois,1
2019-04-04,New Hampshire,Maryland,5
2019-04-04,New Hampshire,Michigan,3
2019-04-04,New Hampshire,New York,1
2019-04-04,New Hampshire,North Carolina,3
2019-04-04,New Hampshire,Pennsylvania,5
2019-04-04,New Hampshire,Virginia,6
2019-04-04,New Jersey,Arizona,7
2019-04-04,New Jersey,Arkansas,1
2019-04-04,New Jersey,California,45
2019-04-04,New Jersey,Colorado,10
2019-04-04,New Jersey,Florida,100
2019-04-04,New Jersey,Georgia,25
2019-04-04,New Jersey,Hawaii,1
2019-04-04,New Jersey,Illinois,21
2019-04-04,New Jersey,Indiana,6
2019-04-04,New Jersey,Kentucky,11
2019-04-04,New Jersey,Louisiana,7
2019-04-04,New Jersey,Maine,9
2019-04-04,New Jersey,Massachusetts,15
2019-04-04,New Jersey,Michigan,15
2019-04-04,New Jersey,Minnesota,10
2019-04-04,New Jersey,Missouri,12
2019-04-04,New Jersey,Nebraska,3
2019-04-04,New Jersey,Nevada,7
2019-04-04,New Jersey,New York,19
2019-04-04,New Jersey,North Carolina,32
2019-04-04,New Jersey,Ohio,15
2019-04-04,New Jersey,Oklahoma,1
2019-04-04,New Jersey,Oregon,3
2019-04-04,New Jersey,Pennsylvania,8
2019-04-04,New Jersey,Puerto Rico,5
2019-04-04,New Jersey,Rhode Island,3
2019-04-04,New Jersey,South Carolina,11
2019-04-04,New Jersey,Tennessee,15
2019-04-04,New Jersey,Texas,25
2019-04-04,New Jersey,U.S. Virgin Islands,1
2019-04-04,New Jersey,Utah,2
2019-04-04,New Jersey,Vermont,4
2019-04-04,New Jersey,Virginia,25
2019-04-04,New Jersey,Washington,6
2019-04-04,New Jersey,Wisconsin,5
2019-04-04,New Mexico,Arizona,11
2019-04-04,New Mexico,California,13
2019-04-04,New Mexico,Colorado,10
2019-04-04,New Mexico,Georgia,2
2019-04-04,New Mexico,Illinois,4
2019-04-04,New Mexico,Maryland,1
2019-04-04,New Mexico,Missouri,1
2019-04-04,New Mexico,Nevada,4
2019-04-04,New Mexico,New York,1
2019-04-04,New Mexico,Oregon,1
2019-04-04,New Mexico,Texas,31
2019-04-04,New Mexico,Utah,3
2019-04-04,New Mexico,Washington,1
2019-04-04,New York,Alabama,3
2019-04-04,New York,Arizona,9
2019-04-04,New York,Arkansas,3
2019-04-04,New York,California,78
2019-04-04,New York,Colorado,17
2019-04-04,New York,Florida,195
2019-04-04,New York,Georgia,67
2019-04-04,New York,Hawaii,1
2019-04-04,New York,Illinois,101
2019-04-04,New York,Indiana,10
2019-04-04,New York,Iowa,2
2019-04-04,New York,Kentucky,16
2019-04-04,New York,Louisiana,9
2019-04-04,New York,Maine,11
2019-04-04,New York,Maryland,23
2019-04-04,New York,Massachusetts,69
2019-04-04,New York,Michigan,57
2019-04-04,New York,Minnesota,17
2019-04-04,New York,Missouri,19
2019-04-04,New York,Nebraska,2
2019-04-04,New York,Nevada,12
2019-04-04,New York,New Hampshire,1
2019-04-04,New York,New Jersey,19
2019-04-04,New York,New Mexico,1
2019-04-04,New York,New York,64
2019-04-04,New York,North Carolina,85
2019-04-04,New York,Ohio,39
2019-04-04,New York,Oregon,3
2019-04-04,New York,Pennsylvania,53
2019-04-04,New York,Puerto Rico,10
2019-04-04,New York,South Carolina,14
2019-04-04,New York,Tennessee,30
2019-04-04,New York,Texas,57
2019-04-04,New York,U.S. Virgin Islands,1
2019-04-04,New York,Utah,7
2019-04-04,New York,Vermont,8
2019-04-04,New York,Virginia,109
2019-04-04,New York,Washington,9
2019-04-04,New York,Wisconsin,10
2019-04-04,North Carolina,Alabama,18
2019-04-04,North Carolina,Arizona,10
2019-04-04,North Carolina,Arkansas,8
2019-04-04,North Carolina,California,19
2019-04-04,North Carolina,Colorado,12
2019-04-04,North Carolina,Connecticut,8
2019-04-04,North Carolina,Florida,125
2019-04-04,North Carolina,Georgia,82
2019-04-04,North Carolina,Illinois,47
2019-04-04,North Carolina,Indiana,16
2019-04-04,North Carolina,Iowa,5
2019-04-04,North Carolina,Kentucky,24
2019-04-04,North Carolina,Louisiana,14
2019-04-04,North Carolina,Maine,2
2019-04-04,North Carolina,Maryland,22
2019-04-04,North Carolina,Massachusetts,24
2019-04-04,North Carolina,Michigan,22
2019-04-04,North Carolina,Minnesota,12
2019-04-04,North Carolina,Mississippi,6
2019-04-04,North Carolina,Missouri,15
2019-04-04,North Carolina,Nebraska,3
2019-04-04,North Carolina,Nevada,7
2019-04-04,North Carolina,New Hampshire,3
2019-04-04,North Carolina,New Jersey,32
2019-04-04,North Carolina,New York,85
2019-04-04,North Carolina,North Carolina,110
2019-04-04,North Carolina,Ohio,31
2019-04-04,North Carolina,Oklahoma,5
2019-04-04,North Carolina,Oregon,1
2019-04-04,North Carolina,Pennsylvania,48
2019-04-04,North Carolina,Puerto Rico,3
2019-04-04,North Carolina,Rhode Island,5
2019-04-04,North Carolina,South Carolina,40
2019-04-04,North Carolina,Tennessee,42
2019-04-04,North Carolina,Texas,49
2019-04-04,North Carolina,U.S. Virgin Islands,1
2019-04-04,North Carolina,Utah,3
2019-04-04,North Carolina,Vermont,2
2019-04-04,North Carolina,Virginia,93
2019-04-04,North Carolina,Washington,5
2019-04-04,North Carolina,West Virginia,8
2019-04-04,North Carolina,Wisconsin,7
2019-04-04,North Dakota,Arizona,4
2019-04-04,North Dakota,Colorado,19
2019-04-04,North Dakota,Florida,1
2019-04-04,North Dakota,Illinois,8
2019-04-04,North Dakota,Minnesota,26
2019-04-04,North Dakota,Nevada,4
2019-04-04,North Dakota,North Dakota,3
2019-04-04,North Dakota,Texas,4
2019-04-04,Ohio,Arizona,6
2019-04-04,Ohio,California,8
2019-04-04,Ohio,Colorado,11
2019-04-04,Ohio,Connecticut,1
2019-04-04,Ohio,Florida,44
2019-04-04,Ohio,Georgia,30
2019-04-04,Ohio,Illinois,64
2019-04-04,Ohio,Louisiana,1
2019-04-04,Ohio,Maryland,7
2019-04-04,Ohio,Massachusetts,10
2019-04-04,Ohio,Michigan,16
2019-04-04,Ohio,Minnesota,11
2019-04-04,Ohio,Missouri,4
2019-04-04,Ohio,Nevada,6
2019-04-04,Ohio,New Jersey,15
2019-04-04,Ohio,New York,39
2019-04-04,Ohio,North Carolina,31
2019-04-04,Ohio,Pennsylvania,17
2019-04-04,Ohio,South Carolina,1
2019-04-04,Ohio,Tennessee,4
2019-04-04,Ohio,Texas,25
2019-04-04,Ohio,Utah,1
2019-04-04,Ohio,Virginia,28
2019-04-04,Ohio,Washington,1
2019-04-04,Ohio,Wisconsin,2
2019-04-04,Oklahoma,Arizona,6
2019-04-04,Oklahoma,California,5
2019-04-04,Oklahoma,Colorado,16
2019-04-04,Oklahoma,Florida,1
2019-04-04,Oklahoma,Georgia,11
2019-04-04,Oklahoma,Illinois,13
2019-04-04,Oklahoma,Maryland,1
2019-04-04,Oklahoma,Michigan,1
2019-04-04,Oklahoma,Minnesota,3
2019-04-04,Oklahoma,Missouri,4
2019-04-04,Oklahoma,Nevada,4
2019-04-04,Oklahoma,New Jersey,1
2019-04-04,Oklahoma,North Carolina,5
2019-04-04,Oklahoma,Pennsylvania,2
2019-04-04,Oklahoma,Texas,55
2019-04-04,Oklahoma,Utah,4
2019-04-04,Oklahoma,Virginia,3
2019-04-04,Oklahoma,Washington,1
2019-04-04,Oregon,Alaska,2
2019-04-04,Oregon,Arizona,13
2019-04-04,Oregon,California,113
2019-04-04,Oregon,Colorado,17
2019-04-04,Oregon,Florida,1
2019-04-04,Oregon,Georgia,3
2019-04-04,Oregon,Hawaii,7
2019-04-04,Oregon,Idaho,8
2019-04-04,Oregon,Illinois,6
2019-04-04,Oregon,Massachusetts,1
2019-04-04,Oregon,Michigan,1
2019-04-04,Oregon,Minnesota,5
2019-04-04,Oregon,Missouri,2
2019-04-04,Oregon,Montana,3
2019-04-04,Oregon,Nevada,14
2019-04-04,Oregon,New Jersey,3
2019-04-04,Oregon,New Mexico,1
2019-04-04,Oregon,New York,3
2019-04-04,Oregon,North Carolina,1
2019-04-04,Oregon,Oregon,24
2019-04-04,Oregon,Texas,11
2019-04-04,Oregon,Utah,14
2019-04-04,Oregon,Virginia,2
2019-04-04,Oregon,Washington,57
2019-04-04,Pennsylvania,Alabama,2
2019-04-04,Pennsylvania,Arizona,10
2019-04-04,Pennsylvania,California,22
2019-04-04,Pennsylvania,Colorado,10
2019-04-04,Pennsylvania,Connecticut,8
2019-04-04,Pennsylvania,Florida,89
2019-04-04,Pennsylvania,Georgia,39
2019-04-04,Pennsylvania,Illinois,63
2019-04-04,Pennsylvania,Indiana,7
2019-04-04,Pennsylvania,Iowa,2
2019-04-04,Pennsylvania,Kentucky,12
2019-04-04,Pennsylvania,Louisiana,3
2019-04-04,Pennsylvania,Maine,10
2019-04-04,Pennsylvania,Maryland,8
2019-04-04,Pennsylvania,Massachusetts,37
2019-04-04,Pennsylvania,Michigan,34
2019-04-04,Pennsylvania,Minnesota,10
2019-04-04,Pennsylvania,Missouri,11
2019-04-04,Pennsylvania,Nebraska,2
2019-04-04,Pennsylvania,Nevada,7
2019-04-04,Pennsylvania,New Hampshire,5
2019-04-04,Pennsylvania,New Jersey,8
2019-04-04,Pennsylvania,New York,53
2019-04-04,Pennsylvania,North Carolina,48
2019-04-04,Pennsylvania,Ohio,17
2019-04-04,Pennsylvania,Oklahoma,2
2019-04-04,Pennsylvania,Pennsylvania,54
2019-04-04,Pennsylvania,Puerto Rico,3
2019-04-04,Pennsylvania,Rhode Island,6
2019-04-04,Pennsylvania,South Carolina,17
2019-04-04,Pennsylvania,Tennessee,16
2019-04-04,Pennsylvania,Texas,33
2019-04-04,Pennsylvania,U.S. Virgin Islands,1
2019-04-04,Pennsylvania,Utah,2
2019-04-04,Pennsylvania,Vermont,5
2019-04-04,Pennsylvania,Virginia,39
2019-04-04,Pennsylvania,Washington,4
2019-04-04,Pennsylvania,West Virginia,1
2019-04-04,Pennsylvania,Wisconsin,6
2019-04-04,Puerto Rico,Connecticut,2
2019-04-04,Puerto Rico,Florida,35
2019-04-04,Puerto Rico,Georgia,3
2019-04-04,Puerto Rico,Illinois,2
2019-04-04,Puerto Rico,Maryland,3
2019-04-04,Puerto Rico,Massachusetts,2
2019-04-04,Puerto Rico,New Jersey,5
2019-04-04,Puerto Rico,New York,10
2019-04-04,Puerto Rico,North Carolina,3
2019-04-04,Puerto Rico,Pennsylvania,3
2019-04-04,Puerto Rico,Texas,3
2019-04-04,Puerto Rico,U.S. Virgin Islands,2
2019-04-04,Puerto Rico,Virginia,2
2019-04-04,Rhode Island,Florida,15
2019-04-04,Rhode Island,Georgia,3
2019-04-04,Rhode Island,Illinois,7
2019-04-04,Rhode Island,Maryland,5
2019-04-04,Rhode Island,Michigan,3
2019-04-04,Rhode Island,New Jersey,3
2019-04-04,Rhode Island,North Carolina,5
2019-04-04,Rhode Island,Pennsylvania,6
2019-04-04,Rhode Island,Virginia,11
2019-04-04,South Carolina,Florida,8
2019-04-04,South Carolina,Georgia,34
2019-04-04,South Carolina,Illinois,16
2019-04-04,South Carolina,Kentucky,1
2019-04-04,South Carolina,Maryland,4
2019-04-04,South Carolina,Massachusetts,4
2019-04-04,South Carolina,Michigan,7
2019-04-04,South Carolina,New Jersey,11
2019-04-04,South Carolina,New York,14
2019-04-04,South Carolina,North Carolina,40
2019-04-04,South Carolina,Ohio,1
2019-04-04,South Carolina,Pennsylvania,17
2019-04-04,South Carolina,Tennessee,1
2019-04-04,South Carolina,Texas,15
2019-04-04,South Carolina,Virginia,27
2019-04-04,South Carolina,Washington,1
2019-04-04,South Dakota,Arizona,2
2019-04-04,South Dakota,Colorado,11
2019-04-04,South Dakota,Florida,1
2019-04-04,South Dakota,Georgia,1
2019-04-04,South Dakota,Illinois,8
2019-04-04,South Dakota,Minnesota,12
2019-04-04,South Dakota,Nevada,2
2019-04-04,South Dakota,South Dakota,2
2019-04-04,South Dakota,Texas,4
2019-04-04,South Dakota,Utah,1
2019-04-04,Tennessee,Arizona,5
2019-04-04,Tennessee,California,15
2019-04-04,Tennessee,Colorado,17
2019-04-04,Tennessee,Florida,42
2019-04-04,Tennessee,Georgia,52
2019-04-04,Tennessee,Illinois,44
2019-04-04,Tennessee,Louisiana,4
2019-04-04,Tennessee,Maryland,7
2019-04-04,Tennessee,Massachusetts,7
2019-04-04,Tennessee,Michigan,17
2019-04-04,Tennessee,Minnesota,9
2019-04-04,Tennessee,Missouri,6
2019-04-04,Tennessee,Nevada,4
2019-04-04,Tennessee,New Jersey,15
2019-04-04,Tennessee,New York,30
2019-04-04,Tennessee,North Carolina,42
2019-04-04,Tennessee,Ohio,4
2019-04-04,Tennessee,Pennsylvania,16
2019-04-04,Tennessee,South Carolina,1
2019-04-04,Tennessee,Texas,57
2019-04-04,Tennessee,Utah,1
2019-04-04,Tennessee,Virginia,27
2019-04-04,Tennessee,Washington,2
2019-04-04,Tennessee,Wisconsin,2
2019-04-04,Texas,Alabama,34
2019-04-04,Texas,Arizona,72
2019-04-04,Texas,Arkansas,39
2019-04-04,Texas,California,211
2019-04-04,Texas,Colorado,91
2019-04-04,Texas,Connecticut,2
2019-04-04,Texas,Florida,155
2019-04-04,Texas,Georgia,84
2019-04-04,Texas,Hawaii,5
2019-04-04,Texas,Idaho,2
2019-04-04,Texas,Illinois,85
2019-04-04,Texas,Indiana,19
2019-04-04,Texas,Iowa,11
2019-04-04,Texas,Kansas,15
2019-04-04,Texas,Kentucky,30
2019-04-04,Texas,Louisiana,90
2019-04-04,Texas,Maryland,22
2019-04-04,Texas,Massachusetts,20
2019-04-04,Texas,Michigan,36
2019-04-04,Texas,Minnesota,30
2019-04-04,Texas,Mississippi,18
2019-04-04,Texas,Missouri,66
2019-04-04,Texas,Montana,3
2019-04-04,Texas,Nebraska,13
2019-04-04,Texas,Nevada,55
2019-04-04,Texas,New Jersey,25
2019-04-04,Texas,New Mexico,31
2019-04-04,Texas,New York,57
2019-04-04,Texas,North Carolina,49
2019-04-04,Texas,North Dakota,4
2019-04-04,Texas,Ohio,25
2019-04-04,Texas,Oklahoma,55
2019-04-04,Texas,Oregon,12
2019-04-04,Texas,Pennsylvania,33
2019-04-04,Texas,Puerto Rico,3
2019-04-04,Texas,South Carolina,15
2019-04-04,Texas,South Dakota,4
2019-04-04,Texas,Tennessee,57
2019-04-04,Texas,Texas,596
2019-04-04,Texas,Utah,27
2019-04-04,Texas,Virginia,51
2019-04-04,Texas,Washington,27
2019-04-04,Texas,West Virginia,1
2019-04-04,Texas,Wisconsin,11
2019-04-04,Texas,Wyoming,2
2019-04-04,U.S. Pacific Trust Territories and Possessions,Hawaii,2
2019-04-04,U.S. Pacific Trust Territories and Possessions,U.S. Pacific Trust Territories and Possessions,4
2019-04-04,U.S. Virgin Islands,Florida,6
2019-04-04,U.S. Virgin Islands,Georgia,1
2019-04-04,U.S. Virgin Islands,Massachusetts,1
2019-04-04,U.S. Virgin Islands,New Jersey,1
2019-04-04,U.S. Virgin Islands,New York,1
2019-04-04,U.S. Virgin Islands,North Carolina,1
2019-04-04,U.S. Virgin Islands,Pennsylvania,1
2019-04-04,U.S. Virgin Islands,Puerto Rico,2
2019-04-04,U.S. Virgin Islands,Virginia,1
2019-04-04,Utah,Arizona,23
2019-04-04,Utah,California,82
2019-04-04,Utah,Colorado,36
2019-04-04,Utah,Florida,7
2019-04-04,Utah,Georgia,8
2019-04-04,Utah,Hawaii,1
2019-04-04,Utah,Idaho,21
2019-04-04,Utah,Illinois,12
2019-04-04,Utah,Indiana,1
2019-04-04,Utah,Iowa,1
2019-04-04,Utah,Kentucky,2
2019-04-04,Utah,Louisiana,1
2019-04-04,Utah,Maryland,3
2019-04-04,Utah,Massachusetts,4
2019-04-04,Utah,Michigan,4
2019-04-04,Utah,Minnesota,6
2019-04-04,Utah,Missouri,6
2019-04-04,Utah,Montana,21
2019-04-04,Utah,Nebraska,2
2019-04-04,Utah,Nevada,18
2019-04-04,Utah,New Jersey,2
2019-04-04,Utah,New Mexico,3
2019-04-04,Utah,New York,7
2019-04-04,Utah,North Carolina,3
2019-04-04,Utah,Ohio,1
2019-04-04,Utah,Oklahoma,4
2019-04-04,Utah,Oregon,14
2019-04-04,Utah,Pennsylvania,2
2019-04-04,Utah,South Dakota,1
2019-04-04,Utah,Tennessee,1
2019-04-04,Utah,Texas,27
2019-04-04,Utah,Utah,12
2019-04-04,Utah,Virginia,2
2019-04-04,Utah,Washington,19
2019-04-04,Utah,Wisconsin,2
2019-04-04,Utah,Wyoming,5
2019-04-04,Vermont,Florida,1
2019-04-04,Vermont,Georgia,1
2019-04-04,Vermont,Illinois,3
2019-04-04,Vermont,Michigan,3
2019-04-04,Vermont,New Jersey,4
2019-04-04,Vermont,New York,8
2019-04-04,Vermont,North Carolina,2
2019-04-04,Vermont,Pennsylvania,5
2019-04-04,Vermont,Virginia,7
2019-04-04,Virginia,Alabama,10
2019-04-04,Virginia,Arizona,4
2019-04-04,Virginia,Arkansas,2
2019-04-04,Virginia,California,30
2019-04-04,Virginia,Colorado,17
2019-04-04,Virginia,Connecticut,12
2019-04-04,Virginia,Florida,84
2019-04-04,Virginia,Georgia,74
2019-04-04,Virginia,Illinois,59
2019-04-04,Virginia,Indiana,10
2019-04-04,Virginia,Iowa,1
2019-04-04,Virginia,Kentucky,17
2019-04-04,Virginia,Louisiana,9
2019-04-04,Virginia,Maine,9
2019-04-04,Virginia,Maryland,4
2019-04-04,Virginia,Massachusetts,38
2019-04-04,Virginia,Michigan,29
2019-04-04,Virginia,Minnesota,16
2019-04-04,Virginia,Mississippi,1
2019-04-04,Virginia,Missouri,18
2019-04-04,Virginia,Nebraska,2
2019-04-04,Virginia,Nevada,4
2019-04-04,Virginia,New Hampshire,6
2019-04-04,Virginia,New Jersey,25
2019-04-04,Virginia,New York,109
2019-04-04,Virginia,North Carolina,93
2019-04-04,Virginia,Ohio,28
2019-04-04,Virginia,Oklahoma,3
2019-04-04,Virginia,Oregon,2
2019-04-04,Virginia,Pennsylvania,39
2019-04-04,Virginia,Puerto Rico,2
2019-04-04,Virginia,Rhode Island,11
2019-04-04,Virginia,South Carolina,27
2019-04-04,Virginia,Tennessee,26
2019-04-04,Virginia,Texas,51
2019-04-04,Virginia,U.S. Virgin Islands,1
2019-04-04,Virginia,Utah,2
2019-04-04,Virginia,Vermont,7
2019-04-04,Virginia,Virginia,33
2019-04-04,Virginia,Washington,7
2019-04-04,Virginia,West Virginia,3
2019-04-04,Virginia,Wisconsin,3
2019-04-04,Washington,Alaska,28
2019-04-04,Washington,Arizona,28
2019-04-04,Washington,California,173
2019-04-04,Washington,Colorado,25
2019-04-04,Washington,Florida,8
2019-04-04,Washington,Georgia,9
2019-04-04,Washington,Hawaii,16
2019-04-04,Washington,Idaho,19
2019-04-04,Washington,Illinois,18
2019-04-04,Washington,Indiana,2
2019-04-04,Washington,Kansas,1
2019-04-04,Washington,Kentucky,1
2019-04-04,Washington,Louisiana,2
2019-04-04,Washington,Maryland,1
2019-04-04,Washington,Massachusetts,6
2019-04-04,Washington,Michigan,5
2019-04-04,Washington,Minnesota,11
2019-04-04,Washington,Missouri,6
2019-04-04,Washington,Montana,15
2019-04-04,Washington,Nebraska,1
2019-04-04,Washington,Nevada,30
2019-04-04,Washington,New Jersey,6
2019-04-04,Washington,New Mexico,1
2019-04-04,Washington,New York,9
2019-04-04,Washington,North Carolina,5
2019-04-04,Washington,Ohio,1
2019-04-04,Washington,Oklahoma,1
2019-04-04,Washington,Oregon,57
2019-04-04,Washington,Pennsylvania,4
2019-04-04,Washington,South Carolina,1
2019-04-04,Washington,Tennessee,2
2019-04-04,Washington,Texas,27
2019-04-04,Washington,Utah,19
2019-04-04,Washington,Virginia,7
2019-04-04,Washington,Washington,99
2019-04-04,Washington,Wisconsin,2
2019-04-04,West Virginia,Florida,2
2019-04-04,West Virginia,Georgia,5
2019-04-04,West Virginia,Illinois,5
2019-04-04,West Virginia,North Carolina,8
2019-04-04,West Virginia,Pennsylvania,1
2019-04-04,West Virginia,Texas,1
2019-04-04,West Virginia,Virginia,3
2019-04-04,Wisconsin,Arizona,8
2019-04-04,Wisconsin,California,3
2019-04-04,Wisconsin,Colorado,11
2019-04-04,Wisconsin,Florida,15
2019-04-04,Wisconsin,Georgia,16
2019-04-04,Wisconsin,Illinois,54
2019-04-04,Wisconsin,Maryland,3
2019-04-04,Wisconsin,Massachusetts,3
2019-04-04,Wisconsin,Michigan,22
2019-04-04,Wisconsin,Minnesota,27
2019-04-04,Wisconsin,Missouri,4
2019-04-04,Wisconsin,Nevada,4
2019-04-04,Wisconsin,New Jersey,5
2019-04-04,Wisconsin,New York,10
2019-04-04,Wisconsin,North Carolina,7
2019-04-04,Wisconsin,Ohio,2
2019-04-04,Wisconsin,Pennsylvania,6
2019-04-04,Wisconsin,Tennessee,2
2019-04-04,Wisconsin,Texas,11
2019-04-04,Wisconsin,Utah,2
2019-04-04,Wisconsin,Virginia,3
2019-04-04,Wisconsin,Washington,2
2019-04-04,Wyoming,Colorado,15
2019-04-04,Wyoming,Texas,2
2019-04-04,Wyoming,Utah,5
2019-04-05,Alabama,Colorado,5
2019-04-05,Alabama,Florida,6
2019-04-05,Alabama,Georgia,36
2019-04-05,Alabama,Illinois,11
2019-04-05,Alabama,Maryland,1
2019-04-05,Alabama,Michigan,4
2019-04-05,Alabama,Nevada,1
2019-04-05,Alabama,New York,3
2019-04-05,Alabama,North Carolina,18
2019-04-05,Alabama,Pennsylvania,2
2019-04-05,Alabama,Texas,34
2019-04-05,Alabama,Virginia,10
2019-04-05,Alaska,Alaska,68
2019-04-05,Alaska,Arizona,1
2019-04-05,Alaska,California,1
2019-04-05,Alaska,Colorado,1
2019-04-05,Alaska,Hawaii,2
2019-04-05,Alaska,Illinois,1
2019-04-05,Alaska,Minnesota,1
2019-04-05,Alaska,Oregon,2
2019-04-05,Alaska,Washington,28
2019-04-05,Arizona,Alaska,1
2019-04-05,Arizona,Arizona,34
2019-04-05,Arizona,Arkansas,1
2019-04-05,Arizona,California,173
2019-04-05,Arizona,Colorado,41
2019-04-05,Arizona,Florida,12
2019-04-05,Arizona,Georgia,13
2019-04-05,Arizona,Hawaii,5
2019-04-05,Arizona,Idaho,4
2019-04-05,Arizona,Illinois,31
2019-04-05,Arizona,Indiana,6
2019-04-05,Arizona,Iowa,4
2019-04-05,Arizona,Kansas,2
2019-04-05,Arizona,Kentucky,5
2019-04-05,Arizona,Louisiana,2
2019-04-05,Arizona,Maryland,5
2019-04-05,Arizona,Massachusetts,5
2019-04-05,Arizona,Michigan,10
2019-04-05,Arizona,Minnesota,16
2019-04-05,Arizona,Missouri,13
2019-04-05,Arizona,Montana,1
2019-04-05,Arizona,Nebraska,7
2019-04-05,Arizona,Nevada,26
2019-04-05,Arizona,New Jersey,7
2019-04-05,Arizona,New Mexico,11
2019-04-05,Arizona,New York,10
2019-04-05,Arizona,North Carolina,9
2019-04-05,Arizona,North Dakota,4
2019-04-05,Arizona,Ohio,6
2019-04-05,Arizona,Oklahoma,6
2019-04-05,Arizona,Oregon,12
2019-04-05,Arizona,Pennsylvania,10
2019-04-05,Arizona,South Dakota,3
2019-04-05,Arizona,Tennessee,5
2019-04-05,Arizona,Texas,72
2019-04-05,Arizona,Utah,26
2019-04-05,Arizona,Virginia,4
2019-04-05,Arizona,Washington,25
2019-04-05,Arizona,Wisconsin,9
2019-04-05,Arkansas,Arizona,1
2019-04-05,Arkansas,California,3
2019-04-05,Arkansas,Colorado,6
2019-04-05,Arkansas,Florida,2
2019-04-05,Arkansas,Georgia,14
